STATE,YEAR,MONTH_NAME,DATE,EVENT_TYPE,GRP_STORM,N_GRP_STORM,GRP_DISTRICT,N_GRP_DISTRICT,COUNTY,LOCATION,INJURIES_DIRECT,INJURIES_INDIRECT,INJURIES,DEATHS_DIRECT,DEATHS_INDIRECT,DEATHS,DAMAGE_PROPERTY,DAMAGE_CROPS, COST (BN) ,EVENT_NARRATIVE
TEXAS,2016,May,5/17/2016,Drought,Drought,1,DISTRICT 18 - SAN ANTONIO,18,KERR,"29.988525,-99.155469",0,0,0,0,0,0,0,0,,"Bandera, Gillespie, Kerr, and Llano Counties received 200% to 400% of normal rainfall in May and moved out of Severe Drought category (Stage D2). These were the last four counties in South Central Texas remaining in at least Stage D2. The last time Bandera County was in less than Stage D2 drought was January 2013 and the last time for Gillespie County was October 2012. Kerr County was the hardest hit by the drought in South Central Texas. It was only better than Stage D2 for one month (May 2012) since the drought began in November 2010."
TEXAS,2016,April,4/26/2016,Drought,Drought,1,DISTRICT 10 - SAN ANGELO,10,KIMBLE,"30.498845,-99.709428",0,0,0,0,0,0,0,0,,The U.S. Drought Monitor indicated the drought ranged from severe to extreme across the south and southeast section of the county.
TEXAS,2016,April,4/20/2016,Drought,Drought,1,DISTRICT 10 - SAN ANGELO,10,KIMBLE,"30.498845,-99.709428",0,0,0,0,0,0,0,0,,"The U.S. Drought Monitor indicated most of Kimble County was in extreme drought, while the northwest part of the county was in severe drought."
TEXAS,2016,May,5/17/2016,Drought,Drought,1,DISTRICT 10 - SAN ANGELO,10,KIMBLE,"30.498845,-99.709428",0,0,0,0,0,0,0,0,,The southeast part of Kimble County was in a severe drought.
TEXAS,2016,May,5/28/2016,Drought,Drought,1,DISTRICT 10 - SAN ANGELO,10,KIMBLE,"30.498845,-99.709428",0,0,0,0,0,0,0,0,,The southeast corner of Kimble County was in a severe drought.
TEXAS,2016,April,4/16/2016,Drought,Drought,1,DISTRICT 2 - LUBBOCK,2,KING,"33.616572,-100.254835",0,0,0,0,0,0,0,0,,
TEXAS,2016,April,4/16/2016,Drought,Drought,1,DISTRICT 2 - LUBBOCK,2,KING,"33.616572,-100.254835",0,0,0,0,0,0,0,0,,
TEXAS,2016,July,7/14/2016,Drought,Drought,1,DISTRICT 2 - LUBBOCK,2,KING,"33.616572,-100.254835",0,0,0,0,0,0,0,0,,
TEXAS,2016,July,7/8/2016,Drought,Drought,1,DISTRICT 2 - LUBBOCK,2,KING,"33.616572,-100.254835",0,0,0,0,0,0,0,0,,
TEXAS,2016,May,5/29/2016,Drought,Drought,1,DISTRICT 7 - ABILENE,7,KNOX,"33.495136,-99.642309",0,0,0,0,0,0,0,0,,"With dry and mild conditions through the month, D3 (extreme) to D4 (exceptional) drought persisted."
TEXAS,2016,May,5/29/2016,Drought,Drought,1,DISTRICT 7 - ABILENE,7,KNOX,"33.495136,-99.642309",0,0,0,0,0,0,0,0,,"With dry and mild conditions through the month, D3 (extreme) to D4 (exceptional) drought persisted."
TEXAS,2016,April,4/19/2016,Drought,Drought,1,DISTRICT 7 - ABILENE,7,KNOX,"33.495136,-99.642309",0,0,0,0,0,0,0,0,,"With persistent dry weather, a D4 (exceptional) through D3 (extreme) drought continued across the county."
TEXAS,2016,April,4/10/2016,Drought,Drought,1,DISTRICT 7 - ABILENE,7,KNOX,"33.495136,-99.642309",0,0,0,0,0,0,0,0,,
TEXAS,2016,April,4/10/2016,Drought,Drought,1,DISTRICT 7 - ABILENE,7,KNOX,"33.495136,-99.642309",0,0,0,0,0,0,0,0,,"With record rainfall throughout the month of May, drought was completely eradicated throughout the county."
TEXAS,2016,April,4/11/2016,Drought,Drought,1,DISTRICT 5 - MT PLEASANT,5,LAMAR,"33.65973,-95.582906",0,0,0,0,0,0,0,0,,D2/Severe drought conditions were in place across Lamar County for all of December 2016.
TEXAS,2016,March,3/17/2016,Drought,Drought,1,DISTRICT 5 - MT PLEASANT,5,LAMAR,"33.65973,-95.582906",0,0,0,0,0,0,0,0,,D2/Severe drought conditions were in place across Lamar County for all of November 2016.
TEXAS,2016,March,3/17/2016,Drought,Drought,1,DISTRICT 5 - MT PLEASANT,5,LAMAR,"33.65973,-95.582906",0,0,0,0,0,0,0,0,,"The southwestern portion of Lamar County spent the month in D2/Severe drought conditions, but some improvement was noted near the end of the month after several rounds of winter precipitation."
TEXAS,2015,November,11/17/2015,Drought,Drought,1,DISTRICT 5 - MT PLEASANT,5,LAMAR,"33.65973,-95.582906",0,0,0,0,0,0,0,500,"$9,500,000,000","Lamar County had only small sections of Severe/D2 drought nosing into the edges of the county during the first half of September. These conditions expanded to include all of the county during the third week of the month, and subsequently remained in place through the end of the month."
TEXAS,2015,November,11/28/2015,Drought,Drought,1,DISTRICT 5 - MT PLEASANT,5,LAMAR,"33.65973,-95.582906",0,0,0,0,0,0,0,1000,"$9,500,000,000",D2 conditions developed across the county during the last week of October due to below-normal rainfall.
TEXAS,2015,May,5/25/2015,Drought,Drought,1,DISTRICT 11 - WACO,11,LAMPASAS,"31.107716,-97.957926",0,0,0,0,0,0,0,0,,"Severe/D2 drought conditions returned across the county after a few months of below normal rainfall. However, conditions quickly improved by the end of the month."
TEXAS,2015,October,10/1/2015,Drought,Drought,1,DISTRICT 11 - WACO,11,LAMPASAS,"31.107716,-97.957926",0,0,0,0,0,0,0,1000,"$9,500,000,000",The northwest half of Lampasas County spent the month of April in D2/Severe drought conditions.
TEXAS,2015,September,9/1/2015,Drought,Drought,1,DISTRICT 11 - WACO,11,LAMPASAS,"31.107716,-97.957926",0,0,0,0,0,0,0,1000,"$9,500,000,000",Severe/D2 drought conditions in place for most of September deteriorated to Extreme/D3 during the last few days of the month due to below-normal rainfall across the county.
TEXAS,2015,November,11/17/2015,Drought,Drought,1,DISTRICT 13 - BRYAN,13,LEON,"31.189891,-95.901284",0,0,0,0,0,0,0,1000,"$9,500,000,000",Extreme/D3 conditions covered Leon County for all of September 2015.
TEXAS,2015,December,12/13/2015,Drought,Drought,1,DISTRICT 13 - BRYAN,13,LEON,"31.189891,-95.901284",0,0,0,0,0,0,0,5000,"$9,500,000,000",Severe/D2 drought conditions returned across the county after a few months of below normal rainfall. Conditions worsened into the Extreme/D3 Category by the end of the month.
TEXAS,2015,May,5/27/2015,Drought,Drought,1,DISTRICT 11 - WACO,11,LIMESTONE,"31.750384,-96.541589",0,0,0,0,0,0,0,0,,Severe/D2 drought conditions returned across the county after a few months of below normal rainfall. Conditions worsened into the Extreme/D3 Category across the southern half of the county by the end of the month.
TEXAS,2015,September,9/1/2015,Drought,Drought,1,DISTRICT 11 - WACO,11,LIMESTONE,"31.750384,-96.541589",0,0,0,0,0,0,0,1000,"$9,500,000,000","Extreme/D3 drought conditions were in place across the southern half of Limestone County at the beginning of September 2015. These conditions gradually expanded over the course of the month, and included all of the county by the month's end."
TEXAS,2016,May,5/23/2016,Drought,Drought,1,DISTRICT 1 - AMARILLO,1,LIPSCOMB,"36.445302,-100.325415",0,0,0,0,0,0,0,0,,Extreme Drought (D3) as depicted on the U.S. Drought Monitor.
TEXAS,2016,May,5/23/2016,Drought,Drought,1,DISTRICT 1 - AMARILLO,1,LIPSCOMB,"36.445302,-100.325415",0,0,0,0,0,0,0,0,,Extreme Drought (D3) as depicted on the U.S. Drought Monitor.
TEXAS,2016,May,5/23/2016,Drought,Drought,1,DISTRICT 1 - AMARILLO,1,LIPSCOMB,"36.445302,-100.325415",0,0,0,0,0,0,0,0,,Extreme Drought (D3) as depicted on the U.S. Drought Monitor.
TEXAS,2016,May,5/30/2016,Drought,Drought,1,DISTRICT 12 - AUSTIN,12,LLANO,"30.828132,-98.431188",0,0,0,0,0,0,0,0,,"February was a dry month across South Central Texas with some places getting less than half an inch of rain for the month. This put Llano and Real Counties in Severe Drought category (Stage D2). Bandera, Edwards, Gillespie, and Kerr Counties all moved from Severe to Extreme Drought (Stage D3). Medina County stayed in Stage D3 and De Witt, Kendall, and Val Verde remained in Stage D2. Fire danger was low to moderate across the area at the end of the month and of the counties in D2 or worse drought only De Witt, Medina, and Val Verde had burn bans remaining in effect. The Texas Crop and Weather Report issued by Texas A&M indicated supplemental feeding of livestock continued. The seven day stream flow average at the end of the month was below normal (10-24 percent) for the Colorado River Basin. The Guadalupe, Medina, Frio, and Nueces River Basins were much below normal (less than 10 percent). Area lakes and reservoirs continued well below normal pool elevations. Lake Amistad remained 29.1 feet below normal. Lake Travis was up slightly at 55.2 feet below normal. Medina Lake dropped slightly and was 89.7 feet below normal. The Edwards Aquifer dropped during the month and was at 644.2 feet. This was actually 2.6 feet higher than at the end of February 2014 but still 24.4 feet below average. Fredericksburg remained in stage 3 water restrictions and Kerrville remained in stage 2."
TEXAS,2016,May,5/30/2016,Drought,Drought,1,DISTRICT 12 - AUSTIN,12,LLANO,"30.828132,-98.431188",0,0,0,0,0,0,0,0,,"The north central part of South Central Texas missed out on the above normal precipitation much of the region had in March. Of the counties still in Severe Drought category (Stage D2) or worse at the end of the month, only Edwards and Medina Counties received above normal rainfall. This was only enough to move those two counties into Stage D2 from Extreme category (Stage D3). All of the other counties remained unchanged.  Bandera, Gillespie, and Kerr Counties were in Stage D3 and Kendall, Llano, and Real remained in Stage D2. Fire danger was low to moderate across the area at the end of the month and of the counties in D2 or worse drought none had burn bans in effect. The Texas Crop and Weather Report issued by Texas A&M indicated supplemental feeding of livestock continued. The seven day stream flow average at the end of the month was below normal (10-24 percent) for the Guadalupe and Frio River Basins. The Medina and Nueces River Basins were much below normal (less than 10 percent). Area lakes and reservoirs continued well below normal pool elevations. Lake Amistad was up slightly to 28.8 feet below normal. Lake Travis was also up slightly at 52.8 feet below normal. Medina Lake was essentially unchanged at 89.6 feet below normal. The Edwards Aquifer rose during the month and was at 646.2 feet. This was 6.3 feet higher than at the end of March 2014 but still 21.0 feet below average. Fredericksburg remained in stage 3 water restrictions and Kerrville remained in stage 2."
TEXAS,2016,May,5/31/2016,Drought,Drought,1,DISTRICT 12 - AUSTIN,12,LLANO,"30.828132,-98.431188",0,0,0,0,0,0,0,0,,"Most of South Central Texas had less than normal precipitation in September with many counties getting less than 25% of normal. The result of this dryness was Burnet, Gillespie, Kendall, Llano, Williamson, Wilson, and Zavala Counties went into severe drought category (Stage D2) and Guadalupe County went into extreme drought category (Stage D3). Bastrop, Blanco, and Caldwell Counties remained in Stage D2. Of the counties in Stage D2 or worse all had burn bans in effect at the end of the month except Zavala. The Texas Crop and Weather Report issued by Texas A&M indicated grasses were becoming dry and some ranchers were feeding hay due to poor grazing conditions. The seven day stream flow average at the end of the month was much below normal (less than 10 percent) in the Colorado and Lower Nueces River basins and below normal (10-24 percent) in the Lower Guadalupe basin. The Edwards Aquifer fell during the month and was at 645.2 feet. This was 14.6 feet higher than at the end of September 2014, but 18.1 feet below average. The Barton Springs Edwards Aquifer Conservation District was in Stage 1 (10 percent reduction) drought status. Area lakes and reservoirs continued below normal pool elevations. Lake Buchanan was 14.3 feet below normal and Lake Georgetown was 9.2 feet below normal. Fredericksburg remained in stage 3 water restrictions."
TEXAS,2016,April,4/27/2016,Drought,Drought,1,DISTRICT 12 - AUSTIN,12,LLANO,"30.828132,-98.431188",0,0,0,0,0,0,0,0,,South Central Texas had several very heavy rain events and much of the region received five to 20 inches of rain during the month. This was two to four times normal rainfall in many places. The excessive rainfall was sufficient to move all of our counties out of Severe (Stage D2) drought category.
TEXAS,2016,June,6/2/2016,Drought,Drought,1,DISTRICT 12 - AUSTIN,12,LLANO,"30.828132,-98.431188",0,0,0,0,0,0,0,0,,"Bandera, Gillespie, Kerr, and Llano Counties received 200% to 400% of normal rainfall in May and moved out of Severe Drought category (Stage D2). These were the last four counties in South Central Texas remaining in at least Stage D2. The last time Bandera County was in less than Stage D2 drought was January 2013 and the last time for Gillespie County was October 2012. Kerr County was the hardest hit by the drought in South Central Texas. It was only better than Stage D2 for one month (May 2012) since the drought began in November 2010."
TEXAS,2016,March,3/8/2016,Drought,Drought,1,DISTRICT 12 - AUSTIN,12,LLANO,"30.828132,-98.431188",0,0,0,0,0,0,0,0,,"Most of Bandera County received 150% to 200% of normal rainfall in April and this was enough to move them from Extreme (Stage D3) drought category to Severe (Stage D2). Gillespie (D3), Kerr (D3), and Llano (D2) Counties remained unchanged in April despite getting above normal rainfall. The seven day stream flow average at the end of the month was below normal (10-24 percent) for the Upper Guadalupe River Basin and much below normal (less than 10 percent) for the Frio River Basin. Area lakes and reservoirs continued well below normal pool elevations. Lake Amistad was up slightly to 28.6 feet below normal. Lake Travis was also up slightly at 51.8 feet below normal. Medina Lake was up nearly two feet but was still 87.9 feet below normal. The Edwards Aquifer rose during the month and was at 647.2 feet. This was 8.5 feet higher than at the end of April 2014 but still 20.2 feet below average. Fredericksburg remained in stage 3 water restrictions and Kerrville remained in stage 2."
TEXAS,2016,August,8/3/2016,Drought,Drought,1,DISTRICT 6 - TYLER,6,MARION,"32.795866,-94.28917",0,0,0,0,0,0,0,0,,
TEXAS,2016,July,7/24/2016,Drought,Drought,1,DISTRICT 6 - TYLER,6,MARION,"32.795866,-94.28917",0,0,0,0,0,0,0,0,,
TEXAS,2016,July,7/3/2016,Drought,Drought,1,DISTRICT 6 - TYLER,6,MARION,"32.795866,-94.28917",0,0,0,0,0,0,0,0,,
TEXAS,2016,July,7/19/2016,Drought,Drought,1,DISTRICT 6 - TYLER,6,MARION,"32.795866,-94.28917",0,0,0,0,0,0,0,0,,
TEXAS,2016,July,7/18/2016,Drought,Drought,1,DISTRICT 6 - TYLER,6,MARION,"32.795866,-94.28917",0,0,0,0,0,0,0,0,,
TEXAS,2016,March,3/8/2016,Drought,Drought,1,DISTRICT 10 - SAN ANGELO,10,MASON,"30.719628,-99.224184",0,0,0,0,0,0,0,0,,The U.S. Drought Monitor indicated the drought ranged from severe across the north to extreme across the south and southeast.
TEXAS,2016,March,3/8/2016,Drought,Drought,1,DISTRICT 10 - SAN ANGELO,10,MASON,"30.719628,-99.224184",0,0,0,0,0,0,0,0,,The U.S. Drought Monitor indicated the drought in Mason County ranged from severe in the north to extreme across the south.
TEXAS,2016,March,3/8/2016,Drought,Drought,1,DISTRICT 10 - SAN ANGELO,10,MASON,"30.719628,-99.224184",0,0,0,0,0,0,0,0,,The southeast half of Mason County was in a severe drought.
TEXAS,2016,March,3/8/2016,Drought,Drought,1,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0,,The U.S. Drought Monitor indicated the southeast corner of McCulloch County was in severe drought.
TEXAS,2016,March,3/8/2016,Drought,Drought,1,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0,,The U.S. Drought Monitor indicated the southeast corner of McCulloch County was in a severe drought.
TEXAS,2016,May,5/17/2016,Drought,Drought,1,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0,,"Well above normal rainfall during April moved Edwards, Kendall, Medina, and Real Counties out of Severe Drought category (Stage D2). Rainfall in these counties ranged from 150% to 300% of normal. Since the drought began in November 2010, Edwards County has been in Stage D2 or worse for all but two months (May 2012 and November 2014) until now."
TEXAS,2016,May,5/17/2016,Drought,Drought,1,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0,,"The north central part of South Central Texas missed out on the above normal precipitation much of the region had in March. Of the counties still in Severe Drought category (Stage D2) or worse at the end of the month, only Edwards and Medina Counties received above normal rainfall. This was only enough to move those two counties into Stage D2 from Extreme category (Stage D3). All of the other counties remained unchanged.  Bandera, Gillespie, and Kerr Counties were in Stage D3 and Kendall, Llano, and Real remained in Stage D2. Fire danger was low to moderate across the area at the end of the month and of the counties in D2 or worse drought none had burn bans in effect. The Texas Crop and Weather Report issued by Texas A&M indicated supplemental feeding of livestock continued. The seven day stream flow average at the end of the month was below normal (10-24 percent) for the Guadalupe and Frio River Basins. The Medina and Nueces River Basins were much below normal (less than 10 percent). Area lakes and reservoirs continued well below normal pool elevations. Lake Amistad was up slightly to 28.8 feet below normal. Lake Travis was also up slightly at 52.8 feet below normal. Medina Lake was essentially unchanged at 89.6 feet below normal. The Edwards Aquifer rose during the month and was at 646.2 feet. This was 6.3 feet higher than at the end of March 2014 but still 21.0 feet below average. Fredericksburg remained in stage 3 water restrictions and Kerrville remained in stage 2."
TEXAS,2016,May,5/17/2016,Drought,Drought,1,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0,,"February was a dry month across South Central Texas with some places getting less than half an inch of rain for the month. This put Llano and Real Counties in Severe Drought category (Stage D2). Bandera, Edwards, Gillespie, and Kerr Counties all moved from Severe to Extreme Drought (Stage D3). Medina County stayed in Stage D3 and De Witt, Kendall, and Val Verde remained in Stage D2. Fire danger was low to moderate across the area at the end of the month and of the counties in D2 or worse drought only De Witt, Medina, and Val Verde had burn bans remaining in effect. The Texas Crop and Weather Report issued by Texas A&M indicated supplemental feeding of livestock continued. The seven day stream flow average at the end of the month was below normal (10-24 percent) for the Colorado River Basin. The Guadalupe, Medina, Frio, and Nueces River Basins were much below normal (less than 10 percent). Area lakes and reservoirs continued well below normal pool elevations. Lake Amistad remained 29.1 feet below normal. Lake Travis was up slightly at 55.2 feet below normal. Medina Lake dropped slightly and was 89.7 feet below normal. The Edwards Aquifer dropped during the month and was at 644.2 feet. This was actually 2.6 feet higher than at the end of February 2014 but still 24.4 feet below average. Fredericksburg remained in stage 3 water restrictions and Kerrville remained in stage 2."
TEXAS,2016,March,3/8/2016,Drought,Drought,1,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0,,The U.S. Drought Monitor indicated the southeast corner of Menard County was in severe drought.
TEXAS,2015,March,3/25/2015,Drought,Drought,1,DISTRICT 11 - WACO,11,MILLS,"31.447214,-98.458794",0,0,0,0,0,0,0,1000,"$9,500,000,000","By the middle of February, the nearly all of Mills County was under D2/Severe drought conditions."
TEXAS,2015,March,3/25/2015,Drought,Drought,1,DISTRICT 11 - WACO,11,MILLS,"31.447214,-98.458794",0,0,0,0,0,0,0,1000,"$9,500,000,000","Mills County spent all of March, 2015 with Severe/D2 drought conditions in place."
TEXAS,2015,October,10/13/2015,Drought,Drought,1,DISTRICT 11 - WACO,11,MILLS,"31.447214,-98.458794",0,0,0,0,0,0,0,3000,"$9,500,000,000",Most of Mills County spent the month of April under D2/Severe drought conditions.
TEXAS,2015,March,3/1/2015,Drought,Drought,1,DISTRICT 3 - WICHITA FALLS,3,MONTAGUE,"33.820163,-97.941476",0,0,0,0,0,0,0,1000,"$9,500,000,000","Severe/D2 drought conditions covered Montague County for all of January, 2015."
TEXAS,2015,March,3/4/2015,Drought,Drought,1,DISTRICT 3 - WICHITA FALLS,3,MONTAGUE,"33.820163,-97.941476",0,0,0,0,0,0,0,1000,"$9,500,000,000","Severe/D2 drought conditions during most of March improved to Moderate/ D1 by the final week, due to rainfall amounts between 1.5 and 2 inches received during the period from March 18 to March 21."
TEXAS,2015,October,10/13/2015,Drought,Drought,1,DISTRICT 3 - WICHITA FALLS,3,MONTAGUE,"33.820163,-97.941476",0,0,0,0,0,0,0,2000,"$9,500,000,000",Nearly all of Montague County spent the month in D2/Severe drought conditions.
TEXAS,2016,March,3/30/2016,Drought,Drought,1,DISTRICT 5 - MT PLEASANT,5,MORRIS,"33.837775,-94.892846",0,0,0,0,0,0,0,0,,
TEXAS,2016,April,4/29/2016,Drought,Drought,1,DISTRICT 5 - MT PLEASANT,5,MORRIS,"33.837775,-94.892846",0,0,0,0,0,0,0,0,,
TEXAS,2016,August,8/3/2016,Drought,Drought,1,DISTRICT 5 - MT PLEASANT,5,MORRIS,"33.837775,-94.892846",0,0,0,0,0,0,0,0,,
TEXAS,2016,July,7/22/2016,Drought,Drought,1,DISTRICT 5 - MT PLEASANT,5,MORRIS,"33.837775,-94.892846",0,0,0,0,0,0,0,0,,
TEXAS,2016,July,7/24/2016,Drought,Drought,1,DISTRICT 5 - MT PLEASANT,5,MORRIS,"33.837775,-94.892846",0,0,0,0,0,0,0,0,,
TEXAS,2016,July,7/5/2016,Drought,Drought,1,DISTRICT 2 - LUBBOCK,2,MOTLEY,"34.073908,-100.779551",0,0,0,0,0,0,0,0,,
TEXAS,2016,July,7/6/2016,Drought,Drought,1,DISTRICT 2 - LUBBOCK,2,MOTLEY,"34.073908,-100.779551",0,0,0,0,0,0,0,0,,
TEXAS,2016,July,7/13/2016,Drought,Drought,1,DISTRICT 2 - LUBBOCK,2,MOTLEY,"34.073908,-100.779551",0,0,0,0,0,0,0,0,,
TEXAS,2016,January,1/21/2016,Drought,Drought,1,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0,,
TEXAS,2016,April,4/29/2016,Drought,Drought,1,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0,,
TEXAS,2016,March,3/9/2016,Drought,Drought,1,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0,,
TEXAS,2016,April,4/30/2016,Drought,Drought,1,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0,,
TEXAS,2015,November,11/6/2015,Drought,Drought,1,DISTRICT 4 - HURST/GARLAND,4,NAVARRO,"31.909682,-96.646518",0,0,0,0,0,0,0,500,"$9,500,000,000","Navarro County was affected by Severe/D2 Drought across the northwestern quarter of the county for all of January, 2015. The rest of the county was listed as Moderate drought or better."
TEXAS,2015,December,12/27/2015,Drought,Drought,1,DISTRICT 4 - HURST/GARLAND,4,NAVARRO,"31.909682,-96.646518",0,0,0,0,0,0,0,2000,"$9,500,000,000",The western half of Navarro County spent the month in D2/Severe drought conditions.
TEXAS,2016,March,3/23/2016,Drought,Drought,1,DISTRICT 1 - AMARILLO,1,OCHILTREE,"36.408493,-100.687227",0,0,0,0,0,0,0,0,,Severe Drought (D2) as depicted on the U.S. Drought Monitor.
TEXAS,2016,May,5/24/2016,Drought,Drought,1,DISTRICT 1 - AMARILLO,1,OCHILTREE,"36.408493,-100.687227",0,0,0,0,0,0,0,0,,Severe Drought (D2) as depicted on the U.S. Drought Monitor.
TEXAS,2016,April,4/20/2016,Drought,Drought,1,DISTRICT 1 - AMARILLO,1,OLDHAM,"35.211942,-102.200425",0,0,0,0,0,0,0,0,,Severe Drought (D2) as depicted on the U.S. Drought Monitor.
TEXAS,2016,April,4/15/2016,Drought,Drought,1,DISTRICT 1 - AMARILLO,1,OLDHAM,"35.211942,-102.200425",0,0,0,0,0,0,0,0,,Severe Drought (D2) as depicted on the U.S. Drought Monitor.
TEXAS,2015,February,2/1/2015,Drought,Drought,1,DISTRICT 4 - HURST/GARLAND,4,PALO PINTO,"32.759769,-98.316175",0,0,0,0,0,0,0,2000,"$9,500,000,000",Nearly all of Palo Pinto County spent the month in D4/Exceptional drought conditions.
TEXAS,2015,April,4/1/2015,Drought,Drought,1,DISTRICT 4 - HURST/GARLAND,4,PALO PINTO,"32.759769,-98.316175",0,0,0,0,0,0,0,4000,"$9,500,000,000","Palo Pinto County spent all of January, 2015 in the grasp of Exceptional/D4 drought conditions."
TEXAS,2015,October,10/20/2015,Drought,Drought,1,DISTRICT 4 - HURST/GARLAND,4,PALO PINTO,"32.759769,-98.316175",0,0,0,0,0,0,0,4000,"$9,500,000,000","Palo Pinto County started the month of April in D4/Exceptional drought conditions, but the southeastern half of the county improved to D3/Extreme drought conditions by late April due to multiple rounds of precipitation."
TEXAS,2015,April,4/18/2015,Drought,Drought,1,DISTRICT 4 - HURST/GARLAND,4,PALO PINTO,"32.759769,-98.316175",0,0,0,0,0,0,0,5000,"$9,500,000,000","Exceptional/D4 drought conditions covered the vast majority of Palo Pinto County for the entire month of March, 2015."
TEXAS,2016,August,8/3/2016,Drought,Drought,1,DISTRICT 6 - TYLER,6,PANOLA,"32.102729,-94.493543",0,0,0,0,0,0,0,0,,
TEXAS,2016,July,7/18/2016,Drought,Drought,1,DISTRICT 6 - TYLER,6,PANOLA,"32.102729,-94.493543",0,0,0,0,0,0,0,0,,
TEXAS,2016,July,7/24/2016,Drought,Drought,1,DISTRICT 6 - TYLER,6,PANOLA,"32.102729,-94.493543",0,0,0,0,0,0,0,0,,
TEXAS,2016,July,7/3/2016,Drought,Drought,1,DISTRICT 6 - TYLER,6,PANOLA,"32.102729,-94.493543",0,0,0,0,0,0,0,0,,
TEXAS,2015,April,4/18/2015,Drought,Drought,1,DISTRICT 4 - HURST/GARLAND,4,PARKER,"32.753927,-97.786026",0,0,0,0,0,0,0,3000,"$9,500,000,000","Parker County spent January, 2015 with Exceptional/D4 drought conditions across the majority of the county. The exception was the far northern reaches of the county, where Extreme/D3 conditions held on for the whole month."
TEXAS,2015,November,11/17/2015,Drought,Drought,1,DISTRICT 4 - HURST/GARLAND,4,PARKER,"32.753927,-97.786026",0,0,0,0,0,0,0,3000,"$9,500,000,000","Most of Parker County started the month of April in D3/Extreme drought conditions. However, the northwestern quarter of the county experienced D4/Exceptional drought conditions. By the end of the month, only D2/Severe drought conditions were present across the county due to multiple rounds of precipitation."
TEXAS,2015,November,11/27/2015,Drought,Drought,1,DISTRICT 4 - HURST/GARLAND,4,PARKER,"32.753927,-97.786026",0,0,0,0,0,0,0,5000,"$9,500,000,000","Extreme/D3 drought conditions covered the majority of Palo Pinto County during all of March, 2015. Approximately a quarter of the county (northern portions) experienced Exceptional/D4 drought."
TEXAS,2016,January,1/30/2016,Drought,Drought,1,DISTRICT 1 - AMARILLO,1,POTTER,"35.195302,-101.744272",0,0,0,0,0,0,0,0,,Severe Drought (D2) as depicted on the U.S. Drought Monitor.
TEXAS,2016,March,3/23/2016,Drought,Drought,1,DISTRICT 1 - AMARILLO,1,POTTER,"35.195302,-101.744272",0,0,0,0,0,0,0,0,,Severe Drought (D2) as depicted on the U.S. Drought Monitor.
TEXAS,2016,February,2/13/2016,Drought,Drought,1,DISTRICT 1 - AMARILLO,1,POTTER,"35.195302,-101.744272",0,0,0,0,0,0,0,0,,Severe Drought (D2) as depicted on the U.S. Drought Monitor.
TEXAS,2016,June,6/13/2016,Drought,Drought,1,DISTRICT 6 - TYLER,6,RAINS,"32.834006,-95.724069",0,0,0,0,0,0,0,0,,Severe/D2 drought conditions returned across the county after a few months of below normal rainfall.
TEXAS,2016,October,10/25/2016,Drought,Drought,1,DISTRICT 6 - TYLER,6,RAINS,"32.834006,-95.724069",0,0,0,0,0,0,0,0,,"Severe/D2 conditions in place county-wide at the beginning of September improved during the middle of the month due to a couple of rainfall events across the region. However, severe drought conditions returned during the final week of the month as a dry weather pattern reestablished itself over the area."
TEXAS,2015,December,12/26/2015,Drought,Drought,1,DISTRICT 6 - TYLER,6,RAINS,"32.834006,-95.724069",0,0,0,0,0,0,0,1000,"$9,500,000,000",D2 conditions developed across the county during the last week of October due to below-normal rainfall.
TEXAS,2016,May,5/29/2016,Drought,Drought,1,DISTRICT 1 - AMARILLO,1,RANDALL,"35.131403,-101.856612",0,0,0,0,0,0,0,0,,Severe Drought (D2) as depicted on the U.S. Drought Monitor.
TEXAS,2016,May,5/28/2016,Drought,Drought,1,DISTRICT 24 - DEL RIO,24,REAL,"29.669203,-100.012222",0,0,0,0,0,0,0,0,,"Well above normal rainfall during April moved Edwards, Kendall, Medina, and Real Counties out of Severe Drought category (Stage D2). Rainfall in these counties ranged from 150% to 300% of normal. Since the drought began in November 2010, Edwards County has been in Stage D2 or worse for all but two months (May 2012 and November 2014) until now."
